type,room_id,sender,origin_server_ts,event_id,user_id,content.org.matrix.msc1767.text,content.body,content.msgtype,content.info.size,content.file.v,content.file.key.alg,content.file.key.ext,content.file.key.k,content.file.key.key_ops,content.file.key.kty,content.file.iv,content.file.hashes.sha256,content.file.url,content.to,content.from_device,content.methods,content.format,content.formatted_body,content.m.relates_to.m.in_reply_to.event_id,content.info.mimetype,content.info.w,content.info.h,content.info.xyz.amorgan.blurhash,content.info.thumbnail_info.w,content.info.thumbnail_info.h,content.info.thumbnail_info.mimetype,content.info.thumbnail_info.size,content.info.thumbnail_file.v,content.info.thumbnail_file.key.alg,content.info.thumbnail_file.key.ext,content.info.thumbnail_file.key.k,content.info.thumbnail_file.key.key_ops,content.info.thumbnail_file.key.kty,content.info.thumbnail_file.iv,content.info.thumbnail_file.hashes.sha256,content.info.thumbnail_file.url,content.info.thumbnail_file.mimetype,content.file.mimetype,content.org.matrix.msc1767.message,timestamp_utc,content.body_translated,content.org.matrix.msc1767.text_translated
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848614433,$Oi_Vc9VCfvZaZh8PxB9INVlrKd7gSMjXf_NJbuON0ig,@felix:matrix.mtololo.com,,т.е. BTC > XMR > XMR,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:14,those. BTC> XMR> XMR,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848619195,$RToO1X45cOB9bXwmIWLM7vhs8NnU1i4h7AfhpbVmRp4,@felix:matrix.mtololo.com,,и далее вывод,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:19,And then the conclusion,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848622306,$p6LkKVhEN2D7LZZjGyKEevaPfx4bSDIOLbi9E37I9lI,@stealer:matrix.mtololo.com,,а кто не закрывался наркоту находили иногда,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:22,And who did not close the drug sometimes found,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848642411,$sOudUWmlkjHTw7sirs73ZH5Jj6XCwEArbfU3EcZAIRc,@felix:matrix.mtololo.com,,ну в 90-х и тело могли найти,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:42,"Well, in the 90s and the body could find",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848646708,$8f2CwHnAVDrcRralWLpFX_HfOjOM403iIbv0dWe3ru4,@felix:matrix.mtololo.com,,сейчас то по-проще ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:46,Now it’s more likely,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848650161,$hz0j_7jEPw9uPasAc-amgcR5XSQIJ0Vjplper18PvpE,@felix:matrix.mtololo.com,,с этим,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:50:50,with this,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848697923,$2Bg4YulxNdCDTZvEuT-Gc0IOPyAh93TRi5eI_5fgB00,@felix:matrix.mtololo.com,,открой тот же бестчендж ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:51:37,Open the same Bestechenge,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848714200,$2aMDgGVsm1SYsqlcY9ab9irauu7yxe_L1AgowZl_A-E,@felix:matrix.mtololo.com,,"реально 150 + обменников, у многих большой запас",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:51:54,"Really 150 + exchangers, many have a big stock",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848724685,$gJ7FO94wK9rvj9VxQ0J208Nn6uc7W4YpuXDmbdd_4e8,@felix:matrix.mtololo.com,,"есть даже те, кто налом без паспорта тебе даст ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:04,There are even those who will give you a cash without a passport,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848730305,$JDK4pSTyK0AQJHuQj86M2Bt3Jas95bwunwIVOJF3yX4,@felix:matrix.mtololo.com,,"в том же Киеве, Питере, Москве ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:10,"In the same Kyiv, Peter, Moscow",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848739233,$WkRLZQn1ZxXLZKVo2PEAeUEAVJwCqCNtxDAP9COQEb0,@felix:matrix.mtololo.com,,если ты в Москве - езжай в Киев и меняй) ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:19,"If you are in Moscow, go to Kyiv and change)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848742863,$lw5OQaJznwU6q-v0vuKgnLJEpn1NXvJJX7Jb5EwN404,@felix:matrix.mtololo.com,,ну типо логика простая) ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:22,"well, like logic is simple)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848747078,$jsDey8JIeDcP6mIJ8Nsppn2KLZR2UHjS7HY1TVCJWW4,@felix:matrix.mtololo.com,,и тд,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:27,etc,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848775372,$FsyPhZyJBFBO0gFXlM3eNYIY6kcVCg539w6OwKUSIq8,@felix:matrix.mtololo.com,,главное чтоб по башке не стукнули за дверью обменника,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:52:55,The main thing is that the head of the exchanger does not knock on the head,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848797341,$ivTqC4-bF9tNyWw3DiCR95ukmeSr_XB_fWwAy_EK7b8,@stealer:matrix.mtololo.com,,или в обменнике прямо прине приковали к батарее- переводи остальное,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:53:17,"or in the exchanger, they immediately chained to the battery- translate the rest",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848808003,$vW4YWhQ96dFCFbmspevKNKoH8AyHFW_PgzmaQVjc0cs,@stealer:matrix.mtololo.com,,дропа отправлячть надежного на % который,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:53:28,drops send reliable to % which,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848837698,$8GuxegwdnJcoIv5JS51RKsIeNEJy-Dg2TDWIbsUpXEg,@felix:matrix.mtololo.com,,"я знал ребят которые так делали, именно в столицу ездили и меняли крупные суммы (до 100к$)",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:53:57,"I knew the guys who did this, it was to the capital that went and changed large amounts (up to 100k $)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848856748,$F0PMebUuAUmGM6x6NSrQAvlDxQeSSJWXqI9Vy7aOne0,@felix:matrix.mtololo.com,,"все ок было, оф. конторы, офисы по стране, и тд",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:54:16,"Everything was OK, of. offices, offices in the country, and so",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848862242,$fQAqoe_vROox7zs6Z11dYct4-guzuHCfIat0RWSSLMY,@felix:matrix.mtololo.com,,чуть ли не как банк работают,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:54:22,Almost how the bank works,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848868264,$BVRiRbzFE2muUiM_hbm_-fm5qNyEr0obap9__HfJzxg,@stealer:matrix.mtololo.com,,100к на несколько банк карт легко меняются,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:54:28,100k for several cards bank change easily,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848882603,$sJZN_3ehFyMTdjqRlnqd2NJWXEpxEeAX5SohIG9RdLQ,@stealer:matrix.mtololo.com,,а что с теми обменниками где нал был?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:54:42,And what about those exchangers where Nal was?,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848906055,$8E6tNvGE0Aovgo6BfGJzpKDy60WM06ecT9ckBNmj2eI,@felix:matrix.mtololo.com,,"> <@stealer:matrix.mtololo.com> а что с теми обменниками где нал был?

просто за удар по голове че сказал, в новостях видел как чел млн сналил ",m.text,,,,,,,,,,,,,,org.matrix.custom.html,"<mx-reply><blockquote><a href=""https://matrix.to/#/!FzNtBwpYHwqehyXJaf:matrix.mtololo.com/$sJZN_3ehFyMTdjqRlnqd2NJWXEpxEeAX5SohIG9RdLQ?via=matrix.mtololo.com"">In reply to</a> <a href=""https://matrix.to/#/@stealer:matrix.mtololo.com"">@stealer:matrix.mtololo.com</a><br>а что с теми обменниками где нал был?</blockquote></mx-reply>просто за удар по голове че сказал, в новостях видел как чел млн сналил",$sJZN_3ehFyMTdjqRlnqd2NJWXEpxEeAX5SohIG9RdLQ,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:55:06,"> <@stealer: Matrix.mtololo.com> And what about those exchangers where Nal was? 

 Just for a blow on the head, Che said, in the news I saw how a person was snapped",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848911346,$EwjaTlTr1LAXdw3sOg2lGfynxs9hlG0F4g45MdZqqDY,@felix:matrix.mtololo.com,,и не донес ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:55:11,And did not report,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848934257,$f1g9m58kgXnY8Z6Llhwc0GU4d99b7lDiTJJULO0H_uI,@stealer:matrix.mtololo.com,,такая фигня и просто с обменами валют в мск была популярна. одна тема,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:55:34,Such garbage and just with exchange exchange in Moscow time was popular. One topic,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848935833,$17HjIz6VgvQn_ren3m9F7Yi2tqqzZubnTh-CwMelQR8,@felix:matrix.mtololo.com,,не помню регион гд ебыло,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:55:35,I do not remember the region of the State Duma Fucked,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642848976264,$FuB4Q47Rutw6OZH9I_gWEnZCj8ypb5ft1k-4kCqBv3U,@stealer:matrix.mtololo.com,,"а самое веселое- снимали офис под обменник, дожидались первого крупного клиента, он деньги в окна разгружал, и все)",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:56:16,"And the most funny one, they rented an office for an exchanger, waited for the first major client, he unloaded the money out the windows, and that’s it)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642848996371,$WPkeCISrhR1fB2_ln3pIzf_J1BPw6N67v8JhaBSJ02s,@felix:matrix.mtololo.com,,это тема и сейчас по всему СНГ популярна ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:56:36,This topic is now popular throughout the CIS,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849007070,$g2I-VW1JG6FsZpZkDz1p4p5I45GJShT0Nv1QIpOhumo,@felix:matrix.mtololo.com,,поэтому нужно на бестчендже смотреть ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:56:47,"Therefore, you need to watch at the Bestchenge",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849012910,$d96Jx6WmCyemCopE6Z31YrzYZ9YXLGJB64CerjPYhZk,@felix:matrix.mtololo.com,,а не в гугле яндексе,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:56:52,not in Google Yandex,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849053972,$nvijZ2wQ0vfZbjGvHzwEwPhcwDTM75511Q89NyN-vOk,@felix:matrix.mtololo.com,,"их очень много, постоянно появляются обменки, которые курс лучше других дают ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:57:33,"There are a lot of them, exchanges constantly appear that give the course better than others",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849062897,$aq4XCFpYl97f1dgs2ga2KzbFvqxH40HtyZtuC7GTyps,@felix:matrix.mtololo.com,,"и на 1-5к$ тебе все ок будет, поменяют ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:57:42,"and at $ 1-5k you will be ok, they will change",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849070695,$SFJBX_cH4BE4GwVzaJ1bMKMHXoaixbY3P1iOg88tHi8,@felix:matrix.mtololo.com,,я и про онлайн тоже ,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:57:50,I'm talking about online too,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849086341,$--FGkaD8-3WmOQzaH-lB7nEXvum8r2hUgQ2gTHgU2VU,@felix:matrix.mtololo.com,,"но как только ты 20к+ захочешь, то там аля-улю",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:58:06,"But as soon as you want 20k+, then there ala-ulya",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849120666,$4CJ0S-QXWcRz184yhLKV58oqyehYXLr6_go-L1vUeGg,@felix:matrix.mtololo.com,,"можешь вбить в поиске ""black list exchange""",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:58:40,"You can drive in the search ""Black List Exchange""",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849135498,$ZuTR9Fd7zOwr3_qC4m9-D5kXrEcKx9Oo-Mumz0CnLGo,@felix:matrix.mtololo.com,,и там 1000+ будет,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 03:58:55,And there will be 1000+,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642849211539,$j6SrdJhktfYII2GJ_vmj7CsS2X6OZr3PP3UOXl-liWM,@felix:matrix.mtololo.com,,https://bestexchangers.ru/ru/blacklist.html,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 04:00:11,,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@killanas:matrix.mtololo.com,1642852633787,$b5MwuwAi6tqvGzOyqYxzkqKX7Y6tkm1S9X7BVhe6PmU,@killanas:matrix.mtololo.com,,"""а самое веселое- снимали офис под обменник, дожидались первого крупного клиента, он деньги в окна разгружал, и все)""

Бизнес по-русски)",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 04:57:13,"""And the most funny one, they removed the office for the exchanger, waited for the first major client, he unloaded the money out the windows, and that’s it)"" 

 Business in Russian)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642884907909,$jEGKNGlJ_EtYkJ6fobK-Up4xsf7FIN9zoO-LrM7q-Z0,@felix:matrix.mtololo.com,,image.png,m.image,75224.0,v2,A256CTR,True,TBUgujKx2odFkppP8MCk5wwOuUmLH8ZQzdotOINZG8I,"['encrypt', 'decrypt']",oct,zhqfDGv6yIcAAAAAAAAAAA,RD3BJ1GG+R3dg+6MLZNk4N/1PfsLid47oljqrAYOh+U,mxc://matrix.mtololo.com/ZiWMwdSBBrjKygmNMehJwaFt,,,,,,,image/png,1221.0,492.0,"L45;{,~D$lr]S_XRNsR*xaV@Rjog",,,,,,,,,,,,,,,,,2022-01-22 13:55:07,Image.png,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642884908971,$dmnV6S31izcveSBtXT9SBlfz_EJ5zoN566qqTiqrR1g,@felix:matrix.mtololo.com,,"это норм что ""не зашифровано"" ",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 13:55:08,"This is the norm that ""not encrypted""",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@felix:matrix.mtololo.com,1642884926245,$qfAWfPSExnUzqqDcP5uyWNgP0mHWn5jo4no-sjFn8Cg,@felix:matrix.mtololo.com,,восклицательный знак возле мессежэа,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 13:55:26,exclamation mark near Messeaa,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@killanas:matrix.mtololo.com,1642903882365,$9B82sGEgJjVr-a5zd1Z7bsLcaca4O8gETSEB9L7G_yY,@killanas:matrix.mtololo.com,,Test,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 19:11:22,Test,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642903899091,$nIsk1Z-Apnmp1V1MTIniotZgeAHuwDIH6oNlftSWExo,@stealer:matrix.mtololo.com,,с воскл знаком,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 19:11:39,With the wax sign,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@killanas:matrix.mtololo.com,1642903911266,$TqgBYvdak1ns7MWXrLlgg2_XBcy04e07O48-EnCrnFc,@killanas:matrix.mtololo.com,,А что делать?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 19:11:51,So what to do?,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@stealer:matrix.mtololo.com,1642903922026,$TlpfiYFj20vpHXdqdJeTruggezyRB4_vCFMytrd-aCY,@stealer:matrix.mtololo.com,,будут таски еще.,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 19:12:02,There will be tusks yet.,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@killanas:matrix.mtololo.com,1642903935619,$nfO7RrxAFZ5mU6McL_NKS4Cjs69SMMteXLNkhNgwTuQ,@killanas:matrix.mtololo.com,,Не) я про то как убрать воскл знак,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22 19:12:15,Not) I'm talking about how to remove the wax sign,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277037013,$nGLgpmUtpXhYH14cAnxxhaB2S0tueLZzMidGUDsVIuQ,@saint:matrix.mtololo.com,,https://twitter.com/pancak3lullz/with_replies,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 02:50:37,,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277039476,$a9cVcZB6uC7Q2p-XdGEDQlYYtBrKgplRFJ-2S-SdnzI,@saint:matrix.mtololo.com,,найс,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 02:50:39,NIS,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277051000,$sX_Ox6oVFXMdmwmImjjx7N-9XwlShKPFZQk1mTqrqCw,@saint:matrix.mtololo.com,,теперь все будут думать что этот додик ебанул соник,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 02:50:51,Now everyone will think that this dodik fucked Sonic,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277056953,$UMzkhA71vejpde0vjxwDHrElMVVevFkjcMYPlM_zTKk,@saint:matrix.mtololo.com,,и в копилку хуй приплюсуют),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 02:50:56,And they add a dick in the piggy bank),
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277966507,$u9HyCGJ2S7KFeZQaE-BEg8x4u5wITsxtIsTmObR94jM,@saint:matrix.mtololo.com,,а сука,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 03:06:06,And the bitch,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277970784,$oySGfLAzsdmTdZkQESMlf1VwcNw49pzmuk40H291R2U,@saint:matrix.mtololo.com,,дебил не тот эксп выложил,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 03:06:10,The moron was not that exploited,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643277971760,$60JAlsl82Rb3wzvDhQDmVlC7C13tB6eishX0VkInx_8,@saint:matrix.mtololo.com,,))),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-27 03:06:11,))),
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643447395956,$oMzdo33zk6ztKuATfXQwr3lZAw3zFbpQIhlbUxKA6Xo,@saint:matrix.mtololo.com,,есть у кого линк на рамп?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-29 02:09:55,Does anyone have Link on RAMP?,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@nets:matrix.mtololo.com,1643464544410,$V6CCmvtPA86zaIaNlmxAWjjlaiUglqoxKxXQ9OOVnLE,@nets:matrix.mtololo.com,,rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-29 06:55:44,RAMPICDLAVGKOZIPOVP6GGL7ZH6TVDDISOSTFLSHKHR5OSR24XXHHDONION,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643685585662,$RV9NEz3cOI1Q4ItAgerVA0Vr_jHoKZfqhs14rJqTJ6U,@saint:matrix.mtololo.com,,https://www.securitylab.ru/news/529347.php,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 20:19:45,,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643685786466,$l6sKe5Bw6Wp4mBAexySI-schdugZup8Q-0uTtMoLTjk,@saint:matrix.mtololo.com,,"я бизнесмен, хакерство это так чисто хобби)",m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 20:23:06,"I am a businessman, hacking is so purely hobby)",
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@saint:matrix.mtololo.com,1643685807129,$7cJ4DxXEeYyJuh0ALXFK0sLW-BRNE-Jz81ucfKGx7dw,@saint:matrix.mtololo.com,,для души),m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 20:23:27,for the soul),
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643695923664,$YI-1Z3o4isB8OUdAT6l8sXkhtNdeWA3KpNdFaH9rOuM,@djonny:matrix.mtololo.com,,https://www.securitylab.ru/news/529339.php,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:12:03,,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643695927041,$whqe8r6YdNsrklvZ9ZEunEcIIhdng_zsC8mqLWMp0sU,@djonny:matrix.mtololo.com,,аххахахаха,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:12:07,Ahhahahaha,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643695932143,$WFXvfAMLUlN1KVGzgdcedLoDSDqTdalGb5HYpUm3OSM,@djonny:matrix.mtololo.com,,абсолютли дестрой?,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:12:12,Absolutley Dece?,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643695935964,$QN8eR4KHaLQbpOmRnB0YV_yNP492j8l8a4vj9ZQAiyc,@djonny:matrix.mtololo.com,,я бы по фану,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:12:15,I would be fan,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643695938724,$-XRq0B2YwXm6PqfYA5sziH-1iIHm65Rklo7pbSZWSCo,@djonny:matrix.mtololo.com,,уебал бы пол мира,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:12:18,I would have fucked the floor of the world,
m.room.message,!FzNtBwpYHwqehyXJaf:matrix.mtololo.com,@djonny:matrix.mtololo.com,1643696989565,$T5uSBYs_03AuneZIwbsWMXwtxQIFdN0C7oB5-rwTTGY,@djonny:matrix.mtololo.com,,жалко за это никто не заплатит,m.text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-31 23:29:49,no one will pay for it,
